"#","Word","Frequency","Translation"
517,"vienintelis",0.00017262725367498544,"the only one"
518,"supratau",0.0001724090144162307,"I realized"
519,"mergina",0.00017197253589872126,"girl"
520,"kartų",0.00017197253589872126,"together"
521,"pasigirdo",0.00017175429663996656,"boasted"
522,"levas",0.00017153605738121183,"lava"
523,"moska",0.00017153605738121183,"mosque"
524,"iza",0.00017088133960494766,"iza"
525,"kurioje",0.00017088133960494766,"in which"
526,"robertas",0.00017066310034619293,"robert"
527,"berniukas",0.0001704448610874382,"boy"
528,"kelis",0.00017022662182868348,"several"
529,"tatarskis",0.00016979014331117406,"Tatarski"
530,"kūnas",0.0001693536647936646,"body"
531,"nepaprastai",0.0001693536647936646,"immensely"
532,"mačiau",0.0001684807077586457,"I saw"
533,"moterų",0.0001684807077586457,"women"
534,"priekį",0.00016826246849989098,"forward"
535,"m.",0.00016804422924113628,"m."
536,"pasaulis",0.00016804422924113628,"the world"
537,"prezidentas",0.0001673895114648721,"President"
538,"kuriuo",0.0001673895114648721,"by which"
539,"aukso",0.00016673479368860793,"gold"
540,"žmogų",0.0001665165544298532,"man"
541,"sunkiai",0.00016629831517109847,"hard"
542,"mažiau",0.00016608007591234378,"less"
543,"džobsas",0.0001654253581360796,"jobs"
544,"dalį",0.00016520711887732487,"part"
545,"kūno",0.00016498887961857015,"body"
546,"vaikų",0.00016498887961857015,"children"
547,"turis",0.00016477064035981542,"turis"
548,"niekad",0.000164334161842306,"never"
549,"atsitiko",0.00016389768332479655,"happened"
550,"mama",0.0001634612048072871,"mom"
551,"žodžio",0.00016280648703102292,"of the word"
552,"jonas",0.0001625882477722682,"ion"
553,"neturėjo",0.0001623700085135135,"did not have"
554,"šeimos",0.00016215176925475877,"families"
555,"namuose",0.00016193352999600404,"at home"
556,"vyksta",0.00016171529073724932,"going on"
557,"žemę",0.0001614970514784946,"land"
558,"pridūrė",0.0001614970514784946,"added"
559,"dešimt",0.00016127881221973987,"ten"
560,"kurias",0.000160405855184721,"which"
561,"jame",0.000160405855184721,"yeah"
562,"žodžių",0.00016018761592596627,"of words"
563,"vaikas",0.00015996937666721154,"child"
564,"pirmiausia",0.00015975113740845681,"first of all"
565,"dėmesio",0.00015975113740845681,"attention"
566,"truputį",0.0001595328981497021,"a little"
567,"šių",0.00015931465889094736,"these"
568,"paliko",0.0001588781803734379,"left"
569,"bandė",0.0001586599411146832,"tried"
570,"šitai",0.00015822346259717376,"this one"
571,"gerokai",0.00015822346259717376,"significantly"
572,"paklausiau",0.00015756874482090959,"I asked"
573,"lėtai",0.00015756874482090959,"slowly"
574,"puolė",0.00015735050556215486,"attacked"
575,"vyro",0.00015735050556215486,"husband"
576,"romos",0.00015691402704464544,"Roman"
577,"stebėjo",0.00015691402704464544,"watched"
578,"moters",0.0001566957877858907,"woman"
579,"itin",0.00015647754852713598,"extremely"
580,"kažkur",0.00015625930926838126,"somewhere"
581,"gyveno",0.0001558228307508718,"lived"
582,"nusijuokė",0.00015560459149211708,"laughed"
583,"tikra",0.00015560459149211708,"real"
584,"gyvenime",0.00015560459149211708,"in life"
585,"smarkiai",0.00015516811297460763,"severely"
586,"grįžti",0.0001547316344570982,"to come back"
587,"gero",0.0001547316344570982,"good"
588,"šiol",0.00015429515593958876,"so far"
589,"vilnius",0.00015407691668083403,"Vilnius"
590,"pamatyti",0.00015342219890456985,"to see"
591,"tokiu",0.00015298572038706043,"such"
592,"pinigus",0.00015298572038706043,"money"
593,"tariau",0.00015254924186955098,"I said"
594,"garsiai",0.00015254924186955098,"out loud"
595,"širdį",0.00015254924186955098,"heart"
596,"neronas",0.0001518945240932868,"neron"
597,"tūkstančių",0.0001518945240932868,"thousands"
598,"šviesos",0.00015167628483453208,"light"
599,"niekam",0.00015167628483453208,"to anyone"
600,"dienas",0.00015145804557577735,"days"
601,"manė",0.00015145804557577735,"thought"
602,"nutiko",0.00015123980631702265,"happened"
603,"keista",0.00015102156705826793,"strange"
604,"vieta",0.0001508033277995132,"place"
605,"daugybę",0.0001508033277995132,"many"
606,"durys",0.00015058508854075847,"doors"
607,"atsargiai",0.00014971213150573957,"with caution"
608,"turėjau",0.00014949389224698487,"I had to"
609,"galų",0.00014905741372947542,"ends"
610,"senis",0.0001488391744707207,"old man"
611,"apskritai",0.0001488391744707207,"overall"
612,"ryto",0.00014818445669445652,"morning"
613,"rytoj",0.00014818445669445652,"tomorrow"
614,"žinoti",0.00014818445669445652,"to know"
615,"laukia",0.00014774797817694707,"waiting"
616,"kojos",0.00014752973891819237,"legs"
617,"dalykų",0.00014752973891819237,"things"
618,"jav",0.00014731149965943764,"jav"
619,"labiausiai",0.00014731149965943764,"most"
620,"šviesa",0.0001468750211419282,"light"
621,"pusėje",0.00014665678188317347,"side"
622,"pakankamai",0.00014643854262441874,"enough"
623,"kokią",0.00014622030336566402,"what kind"
624,"kompanija",0.00014622030336566402,"company"
625,"nakties",0.0001460020641069093,"overnight"
626,"ponas",0.0001460020641069093,"sir"
627,"argi",0.0001457838248481546,"too"
628,"patraukė",0.00014556558558939987,"attracted"
629,"gyvas",0.00014534734633064514,"alive"
630,"valstybės",0.0001449108678131357,"countries"
631,"tvirtai",0.00014447438929562624,"firmly"
632,"porą",0.00014447438929562624,"couple"
633,"norėčiau",0.0001440379107781168,"I would like to"
634,"pirma",0.0001438196715193621,"first"
635,"manimi",0.00014360143226060736,"me"
636,"tapti",0.00014338319300185264,"to become"
637,"draugas",0.0001429467144843432,"friend"
638,"dėmesį",0.0001429467144843432,"attention"
639,"vanduo",0.00014272847522558846,"water"
640,"šiame",0.00014272847522558846,"in this"
641,"neįmanoma",0.00014251023596683374,"impossible"
642,"rankose",0.00014251023596683374,"hands"
643,"zorba",0.000142291996708079,"zorba"
644,"akyse",0.000142291996708079,"in sight"
645,"graikų",0.0001420737574493243,"Greek"
646,"širdies",0.0001420737574493243,"heart"
647,"esą",0.0001420737574493243,"say"
648,"kambaryje",0.0001420737574493243,"in the room"
649,"kraujas",0.00014185551819056959,"blood"
650,"kilo",0.00014141903967306013,"kilo"
651,"atveju",0.0001412008004143054,"case"
652,"pareiškė",0.00014076432189679596,"stated"
653,"rasti",0.00014054608263804123,"to find"
654,"žmonėms",0.0001403278433792865,"people"
655,"pasuko",0.0001401096041205318,"turned"
656,"liepė",0.0001401096041205318,"ordered"
657,"lovos",0.00013989136486177708,"beds"
658,"lengvai",0.00013945488634426763,"easily"
659,"leido",0.00013945488634426763,"allowed"
660,"lietuvos",0.00013901840782675818,"in lithuania"
661,"vandenį",0.00013901840782675818,"water"
662,"meilės",0.00013901840782675818,"love"
663,"nenoriu",0.00013901840782675818,"I don't want to"
664,"aplinkui",0.00013858192930924873,"around"
665,"karto",0.00013836369005049403,"immediately"
666,"geras",0.00013792721153298458,"good"
667,"kalbos",0.00013770897227422985,"languages"
668,"pakilo",0.0001372724937567204,"rose"
669,"vartų",0.0001372724937567204,"gate"
670,"nuolat",0.0001372724937567204,"constantly"
671,"dirbti",0.0001372724937567204,"work"
672,"norėjau",0.00013705425449796568,"I wanted to"
673,"stengėsi",0.00013705425449796568,"struggled"
674,"mirė",0.00013705425449796568,"died"
675,"verslo",0.00013683601523921095,"business"
676,"jinai",0.00013661777598045623,"to her"
677,"langą",0.00013661777598045623,"window"
678,"aukštyn",0.00013639953672170153,"up"
679,"trijų",0.0001361812974629468,"three"
680,"kokių",0.00013509010116917317,"which"
681,"pačią",0.00013487186191041845,"same"
682,"šalies",0.00013465362265166375,"country"
683,"suprantu",0.0001342171441341543,"I understand"
684,"niekaip",0.0001342171441341543,"no way"
685,"prezidento",0.00013399890487539957,"Presidential"
686,"saulė",0.00013378066561664485,"the sun"
687,"kojas",0.00013356242635789012,"legs"
688,"saulės",0.00013356242635789012,"of the sun"
689,"svarbiausia",0.00013356242635789012,"most importantly"
690,"regis",0.00013290770858162594,"register"
691,"paskutinį",0.00013268946932287125,"last"
692,"davė",0.0001322529908053618,"gave"
693,"mieste",0.0001322529908053618,"in the city"
694,"vėjas",0.00013203475154660707,"the wind"
695,"tol",0.00013203475154660707,"then"
696,"dalykas",0.00013203475154660707,"thing"
697,"brolis",0.00013181651228785234,"brother"
698,"naują",0.00013159827302909762,"new"
699,"toji",0.0001313800337703429,"that"
700,"arčiau",0.00013116179451158817,"closer"
701,"nenorėjo",0.00013116179451158817,"did not want to"
702,"manim",0.00013094355525283347,"to me"
703,"greta",0.00013094355525283347,"side by side"
704,"ačiū",0.00013072531599407874,"thank you"
705,"švelniai",0.00013072531599407874,"gently"
706,"buvęs",0.00013072531599407874,"the former"
707,"daro",0.00013072531599407874,"does"
708,"paprašė",0.00013072531599407874,"asked"
709,"vakar",0.00013050707673532402,"yesterday"
710,"tamsoje",0.00013050707673532402,"in the dark"
711,"papasakojo",0.0001302888374765693,"said"
712,"nebus",0.00013007059821781457,"will not"
713,"tarytum",0.00012985235895905984,"as if"
714,"vardą",0.00012963411970030511,"name"
715,"jėgų",0.00012963411970030511,"forces"
716,"išties",0.0001294158804415504,"indeed"
717,"pusės",0.0001294158804415504,"sides"
718,"kadaise",0.00012919764118279566,"once"
719,"lygiai",0.00012876116266528624,"levels"
720,"daugelis",0.0001283246841477768,"many"
721,"motinos",0.00012810644488902206,"mothers"
722,"kokios",0.00012810644488902206,"what"
723,"pirmas",0.00012788820563026734,"first"
724,"sūnų",0.0001276699663715126,"son"
725,"rūmų",0.00012745172711275789,"of the palace"
726,"rado",0.00012745172711275789,"found"
727,"kalnų",0.00012679700933649374,"mountain"
728,"gauti",0.00012636053081898428,"to get"
729,"manai",0.00012592405230147483,"to me"
730,"baimės",0.00012592405230147483,"fears"
731,"giliai",0.00012592405230147483,"deep down"
732,"dingo",0.00012548757378396538,"is gone"
733,"pagalbos",0.00012505109526645596,"help"
734,"pasiekė",0.0001246146167489465,"has reached"
735,"laukti",0.0001246146167489465,"wait"
736,"genties",0.00012439637749019178,"of the genus"
737,"niekur",0.00012417813823143706,"nowhere"
738,"nedas",0.00012395989897268233,"nedas"
739,"vyrą",0.00012395989897268233,"husband"
740,"atsakiau",0.00012395989897268233,"I answered"
741,"rankoje",0.00012395989897268233,"in the hand"
742,"dolerių",0.00012330518119641818,"dollars"
743,"sakau",0.00012308694193766345,"i say"
744,"kariai",0.00012308694193766345,"soldiers"
745,"verčiau",0.00012308694193766345,"rather"
746,"jautėsi",0.00012286870267890873,"felt"
747,"pasakojo",0.000122650463420154,"said"
748,"pamanė",0.00012243222416139928,"thought"
749,"pavyko",0.00012243222416139928,"succeeded"
750,"tokius",0.00012221398490264455,"such"
751,"daugybė",0.00012221398490264455,"many"
752,"pirmasis",0.00012177750638513511,"the first one"
753,"atsisuko",0.00012155926712638039,"turned away"
754,"sakyti",0.00012134102786762566,"to say"
755,"sutiko",0.00012134102786762566,"agreed"
756,"teks",0.00012112278860887095,"text"
757,"ieškoti",0.00012112278860887095,"search"
758,"darbas",0.00012112278860887095,"work"
759,"pasidarė",0.00012090454935011623,"has become"
760,"krašto",0.00012090454935011623,"edge"
761,"kartus",0.00012090454935011623,"times"
762,"kuriam",0.00012090454935011623,"to whom"
763,"jautė",0.00012046807083260677,"felt"
764,"amžiaus",0.00012046807083260677,"century"
765,"galime",0.00012003159231509734,"we can"
766,"kambario",0.00012003159231509734,"room"
767,"vaikus",0.00012003159231509734,"children"
768,"žvelgė",0.00011959511379758789,"looked on"
769,"pietų",0.00011937687453883316,"lunch"
770,"maisto",0.00011937687453883316,"food"
771,"gavo",0.00011937687453883316,"received"
772,"žvilgsnį",0.00011894039602132372,"gaze"
773,"mirtis",0.00011894039602132372,"death"
774,"pačios",0.00011894039602132372,"themselves"
775,"vakare",0.000118722156762569,"in the evening"
776,"nutilo",0.000118722156762569,"muted"
777,"žengė",0.000118722156762569,"went on"
778,"negalėjau",0.000118722156762569,"I could not"
779,"nasa",0.00011850391750381427,"nasa"
780,"stoties",0.00011850391750381427,"station"
781,"ištiesė",0.00011850391750381427,"straightened"
782,"kokie",0.00011850391750381427,"what"
783,"gatvės",0.00011850391750381427,"streets"
784,"netikėtai",0.00011850391750381427,"unexpectedly"
785,"negalima",0.00011828567824505956,"not available"
786,"reikės",0.00011828567824505956,"will be required"
787,"netoli",0.00011806743898630483,"near"
788,"veidu",0.00011784919972755011,"type"
789,"maždaug",0.00011784919972755011,"approx"
790,"nesu",0.00011763096046879538,"I'm not"
791,"maniau",0.00011763096046879538,"thought"
792,"laiptais",0.00011763096046879538,"up the stairs"
793,"nežinojo",0.00011741272121004067,"did not know"
794,"priminė",0.00011741272121004067,"reminded"
795,"dviem",0.00011741272121004067,"for two"
796,"metrų",0.00011719448195128594,"meters"
797,"keliu",0.00011719448195128594,"along the way"
798,"kitam",0.00011697624269253122,"to another"
799,"praėjo",0.00011653976417502178,"has passed"
800,"visur",0.00011653976417502178,"everywhere"
801,"dauguma",0.00011653976417502178,"most"
802,"girdėjau",0.00011632152491626706,"heard"
803,"esąs",0.0001158850463987576,"to be"
804,"patikėti",0.00011566680714000288,"to believe"
805,"proto",0.00011566680714000288,"crazy"
806,"kreipėsi",0.00011523032862249344,"approached"
807,"būdu",0.00011523032862249344,"way"
808,"palikti",0.00011501208936373872,"to leave"
809,"sužinoti",0.00011501208936373872,"to find out"
810,"kitiems",0.00011479385010498399,"to others"
811,"savaitę",0.00011457561084622928,"week"
812,"šūktelėjo",0.00011435737158747455,"shouted"
813,"paprasčiausiai",0.00011435737158747455,"simply"
814,"reikėtų",0.00011435737158747455,"should"
815,"ligi",0.00011413913232871983,"nearly"
816,"pamatęs",0.00011413913232871983,"after seeing"
817,"nesvarbu",0.0001139208930699651,"does not matter"
818,"vieni",0.0001139208930699651,"alone"
819,"sykį",0.00011370265381121039,"once"
820,"mirtį",0.00011370265381121039,"death"
821,"matęs",0.00011370265381121039,"having seen"
822,"leisti",0.00011370265381121039,"allow"
823,"gyvena",0.00011370265381121039,"lives"
824,"draugai",0.00011370265381121039,"friends"
825,"šioje",0.00011370265381121039,"in this"
826,"svarbu",0.00011370265381121039,"important"
827,"atvyko",0.00011348441455245566,"has arrived"
828,"don",0.00011326617529370094,"don"
829,"vardas",0.00011326617529370094,"name"
830,"joje",0.00011326617529370094,"in it"
831,"bažnyčios",0.00011261145751743677,"churches"
832,"išsitraukė",0.00011261145751743677,"pulled away"
833,"pirmyn",0.00011217497899992732,"forward"
834,"koulter",0.0001119567397411726,"Koulter"
835,"lango",0.0001119567397411726,"window"
836,"atsiduso",0.0001119567397411726,"sighed"
837,"dalykus",0.00011152026122366316,"things"
838,"tyrionas",0.00011130202196490843,"thyronium"
839,"didysis",0.00011108378270615371,"the great"
840,"tėvą",0.00011108378270615371,"father"
841,"mintys",0.00011108378270615371,"thoughts"
842,"idant",0.000110865543447399,"idant"
843,"išvydo",0.00011064730418864427,"saw out"
844,"laikais",0.00011064730418864427,"times"
845,"gatvėje",0.00011064730418864427,"on the street"
846,"karalių",0.00011021082567113482,"kings"
847,"ak",0.00011021082567113482,"ak"
848,"brunas",0.00010999258641238011,"brown"
849,"klausimą",0.00010999258641238011,"question"
850,"pamažu",0.00010999258641238011,"slowly"
851,"valdžios",0.00010999258641238011,"authorities"
852,"bloga",0.00010977434715362538,"bad"
853,"viršų",0.00010977434715362538,"top"
854,"vyrus",0.00010977434715362538,"men"
855,"žmogui",0.00010977434715362538,"to man"
856,"haris",0.00010933786863611593,"educated"
857,"kažkoks",0.00010911962937736122,"something"
858,"rodės",0.00010890139011860649,"will appear"
859,"kitais",0.00010890139011860649,"with others"
860,"žydai",0.00010868315085985177,"the Jews"
861,"klausimas",0.00010846491160109704,"question"
862,"sieną",0.00010824667234234232,"wall"
863,"kojomis",0.00010824667234234232,"feet"
864,"rodos",0.0001080284330835876,"it seems"
865,"atsigręžė",0.0001080284330835876,"turned back"
866,"a.",0.00010781019382483288,"a."
867,"eina",0.00010781019382483288,"goes"
868,"knygą",0.00010781019382483288,"book"
869,"paaiškinti",0.00010759195456607815,"to explain"
870,"pasikalbėti",0.00010737371530732343,"to talk"
871,"senas",0.00010693723678981399,"old"
872,"viduje",0.00010693723678981399,"inside"
873,"žiūrėti",0.00010671899753105926,"watch"
874,"žemė",0.00010650075827230454,"land"
875,"įėjo",0.00010650075827230454,"entered"
876,"dieve",0.00010650075827230454,"god"
877,"būna",0.00010650075827230454,"happens"
878,"moterį",0.00010628251901354983,"woman"
879,"atsidūrė",0.00010628251901354983,"turned up"
880,"taileris",0.0001060642797547951,"tailer"
881,"valandų",0.0001060642797547951,"hours"
882,"sienų",0.0001060642797547951,"walls"
883,"piktai",0.0001060642797547951,"angrily"
884,"išeiti",0.00010562780123728565,"get out"
885,"patinka",0.00010562780123728565,"like"
886,"visko",0.00010562780123728565,"everything"
887,"plaukus",0.00010540956197853094,"hair"
888,"palei",0.00010540956197853094,"along"
889,"marija",0.00010519132271977621,"Mary"
890,"didelis",0.00010519132271977621,"large"
891,"beje",0.00010519132271977621,"by the way"
892,"stovi",0.00010497308346102149,"standing"
893,"žinote",0.00010497308346102149,"you know"
894,"šiuos",0.00010497308346102149,"these"
895,"kenedis",0.00010475484420226676,"Kennedy"
896,"mostelėjo",0.00010475484420226676,"woke up"
897,"pečiais",0.00010475484420226676,"shoulders"
898,"skausmo",0.00010453660494351204,"of pain"
899,"jaunas",0.00010453660494351204,"new"
900,"sovietų",0.00010431836568475732,"Soviet"
901,"kazino",0.00010431836568475732,"casino"
902,"apačioje",0.00010431836568475732,"below"
903,"ima",0.00010431836568475732,"ima"
904,"deja",0.00010431836568475732,"unfortunately"
905,"karina",0.0001041001264260026,"karina"
906,"draugų",0.00010388188716724787,"friends"
907,"abejo",0.00010366364790849315,"of course"
908,"vakaro",0.00010344540864973843,"evening"
909,"skubiai",0.00010322716939098371,"urgently"
910,"įvyko",0.00010322716939098371,"happened"
911,"keli",0.00010322716939098371,"a few"
912,"dvasios",0.00010300893013222898,"spirits"
913,"valandos",0.00010300893013222898,"hours"
914,"nelabai",0.00010279069087347426,"not much"
915,"akį",0.00010279069087347426,"eye"
916,"elgtis",0.00010279069087347426,"behave"
917,"lauke",0.00010257245161471955,"outside"
918,"prasidėjo",0.00010257245161471955,"started"
919,"niekuomet",0.00010235421235596482,"never"
920,"virto",0.00010235421235596482,"turned on"
921,"istoriją",0.00010235421235596482,"history"
922,"devlinas",0.0001021359730972101,"devlin"
923,"ištraukė",0.0001021359730972101,"pulled out"
924,"atsirado",0.0001021359730972101,"emerged"
925,"upės",0.00010191773383845537,"of the river"
926,"miestas",0.00010169949457970066,"city"
927,"karą",0.00010169949457970066,"war"
928,"būdamas",0.00010169949457970066,"being"
929,"trisdešimt",0.00010148125532094593,"thirty"
930,"išskyrus",0.00010148125532094593,"except"
931,"žodis",0.00010148125532094593,"the word"
932,"tolandas",0.0001012630160621912,"toland"
933,"įsakė",0.00010104477680343648,"commanded"
934,"esame",0.00010104477680343648,"we are"
935,"tikiuosi",0.00010082653754468175,"I hope so"
936,"aleksandro",0.00010060829828592704,"alexandro"
937,"turėti",0.00010060829828592704,"to have"
938,"panašaus",0.00010060829828592704,"like that"
939,"panašus",0.00010060829828592704,"similar"
940,"kokio",0.00010039005902717232,"whatever"
941,"žodžiais",0.00010039005902717232,"in words"
942,"laišką",0.00010039005902717232,"email"
943,"atlikti",0.00010039005902717232,"perform"
944,"atsakyti",0.00010039005902717232,"reply"
945,"policijos",0.00010017181976841759,"police"
946,"keletas",0.00010017181976841759,"a few"
947,"jėga",0.00010017181976841759,"power"
948,"namą",0.00009995358050966287,"house"
949,"pamačiau",0.00009973534125090815,"I saw"
950,"žiūri",0.00009973534125090815,"watching"
951,"d.",0.00009951710199215343,"d."
952,"petį",0.0000992988627333987,"shoulder"
953,"sargybiniai",0.00009908062347464398,"the guards"
954,"daiktas",0.00009908062347464398,"thing"
955,"tibingas",0.00009886238421588926,"typing"
956,"oras",0.00009864414495713454,"the weather"
957,"valandas",0.00009864414495713454,"hours"
958,"galite",0.00009864414495713454,"you can"
959,"šeima",0.00009842590569837981,"family"
960,"tęsė",0.00009842590569837981,"continued"
961,"kvapą",0.00009820766643962509,"smell"
962,"žodį",0.00009820766643962509,"word"
963,"erikas",0.00009798942718087038,"erik"
964,"galėjai",0.00009777118792211565,"you could"
965,"pasiekti",0.00009777118792211565,"to achieve"
966,"kalbą",0.00009755294866336092,"language"
967,"įmanoma",0.00009755294866336092,"possible"
968,"padavė",0.0000973347094046062,"filed"
969,"orą",0.0000973347094046062,"air"
970,"pasiūlė",0.0000973347094046062,"suggested"
971,"ilgą",0.0000973347094046062,"long"
972,"kitoje",0.00009711647014585147,"in another"
973,"nežino",0.00009711647014585147,"does not know"
974,"šiaurės",0.00009689823088709676,"north"
975,"parodyti",0.00009646175236958731,"to show"
976,"savimi",0.00009646175236958731,"to yourself"
977,"krūtinės",0.00009624351311083258,"chest"
978,"mažai",0.00009624351311083258,"little"
979,"vartus",0.00009580703459332315,"gate"
980,"dangų",0.00009580703459332315,"sky"
981,"dirbo",0.00009580703459332315,"worked"
982,"aukštai",0.00009558879533456842,"high"
983,"laikų",0.00009558879533456842,"times"
984,"karių",0.0000953705560758137,"soldiers"
985,"tyla",0.0000953705560758137,"silence"
986,"šalis",0.0000953705560758137,"country"
987,"buvę",0.0000953705560758137,"the former"
988,"reikalų",0.00009515231681705898,"affairs"
989,"akmens",0.00009493407755830426,"stone"
990,"oda",0.00009471583829954953,"skin"
991,"girdėti",0.00009471583829954953,"to hear"
992,"toje",0.00009471583829954953,"in that"
993,"plaukai",0.0000944975990407948,"hair"
994,"baigėsi",0.0000942793597820401,"is over"
995,"rimtai",0.0000942793597820401,"seriously"
996,"geriausia",0.0000942793597820401,"the best"
997,"faraono",0.00009406112052328537,"of Pharaoh"
998,"peties",0.00009384288126453064,"shoulder"
999,"bėgti",0.00009384288126453064,"to flee"
1000,"atidarė",0.00009384288126453064,"opened"
